,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Bandwidth_GB_Year,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_No,Techie_Yes,Contract_Month-to-month,Contract_One year,Contract_Two Year,Port_modem_No,Port_modem_Yes,Tablet_No,Tablet_Yes,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Phone_No,Phone_Yes,Multiple_No,Multiple_Yes,OnlineSecurity_No,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_Yes,TechSupport_No,TechSupport_Yes,StreamingTV_No,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_Yes,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
3348,0.4249000692764709,-1.4048997742033467,63955.4,-0.9942718521201965,0.6557058797007002,1.0175876473118841,-0.6258635316811727,-1.2368094361779223,0.8739207330529584,-1.0920527273109562,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1
3358,-0.5065919164222484,-0.5835582918158394,6034.37,0.0007298174835574979,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.9323543259962224,1.4562017912401144,-0.6518501460652277,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
1519,0.4249000692764709,-1.6464707984349665,15694.8,-0.8664739187416493,1.316699710044148,0.005867974104602262,-0.6258635316811727,-0.7177770623622574,-0.5860315392438087,-0.837719969111668,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0
9095,0.4249000692764709,-0.19704465304524774,46876.55,0.190287804668774,0.3252089645289763,0.005867974104602262,-0.6258635316811727,0.7077681573676297,-0.7022089261029201,0.8054634985602682,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
7434,1.3563920549751902,1.6388951311150628,20009.09,0.3589712267698819,-0.0052879506427475865,0.005867974104602262,0.9466579047036832,1.1033340249967893,-0.29397386689085003,0.9930060179786594,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
8003,0.4249000692764709,-0.5835582918158394,21874.98,0.9819116647491102,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,1.0865760509536844,0.8702249598700171,1.3245238332096814,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1
2313,0.4249000692764709,-0.19704465304524774,46256.13,-1.972720717450317,1.316699710044148,0.005867974104602262,0.9466579047036832,-1.0271026654783058,-0.4106317508393353,-0.8590993870986634,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0
9129,2.2878840406739096,-0.9217577257401072,61023.12,-0.9146880767912441,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0.7451079838485918,1.3972207909853283,0.8882537463292591,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0
6922,0.4249000692764709,-0.5352440869695154,50680.38,0.296149270194317,-1.657772526501367,0.005867974104602262,-0.6258635316811727,1.080993967568605,0.9860398256129417,1.0542132252385847,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1
424,-0.04084592357288879,-0.19704465304524774,33620.38,-0.05568780437825153,-1.3272756113296431,-1.0058516991026796,0.9466579047036832,-1.022692250617342,-1.109587460187905,-1.2051643123869733,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0
415,-0.5065919164222484,-1.1633287499717269,45562.97,-0.23519800347200193,0.3252089645289763,1.0175876473118841,-0.6258635316811727,-1.1070030678193057,0.6413542499837201,-1.0400633998222701,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0
8916,-0.9723379092716081,-1.6947850032812906,26959.95,2.0250552160690543,0.6557058797007002,-1.0058516991026796,2.519179341088539,1.198749453698584,-0.8766624615033464,1.0509205538748687,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
3229,-0.9723379092716081,1.107438877805499,18139.97,0.6324576005521197,1.316699710044148,1.0175876473118841,0.9466579047036832,-1.2048363895541851,0.2881045874734232,-1.2653838733275864,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0
1454,0.4249000692764709,-1.3082713645106987,61773.61,-2.03865945291913,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-0.9231355844945218,-0.7612756720215985,-0.7749754713702739,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0
2847,0.4249000692764709,1.107438877805499,54067.41,0.14713740379223836,0.986202794872424,0.005867974104602262,-0.6258635316811727,-1.0997012905245975,1.2227765707031957,-0.8474779064451224,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0
329,3.219376026372629,-1.6464707984349665,40902.49,-0.39832064708882137,-1.3272756113296431,-1.0058516991026796,0.9466579047036832,-0.885820044614564,1.1656565680688775,-0.649226428867264,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
3692,-0.04084592357288879,1.7355235408077105,26175.98,1.0856023368032535,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-1.030296101257683,-0.7608965001314624,-1.0097493526054355,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0
581,-0.04084592357288879,-0.14873044819892378,30944.95,0.5448408073426146,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,-1.0330230371095481,0.17053109726007573,-1.1498719605008723,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
6678,-0.5065919164222484,0.3827258051106398,10001.35,0.24521627229028667,1.316699710044148,0.005867974104602262,-0.6258635316811727,1.2167698257321637,-0.2952244215217505,1.2393982066815015,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0
2599,1.82213804782455,0.2377831905716679,46435.57,1.2032183465438984,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,-0.5272186268900264,-0.7596459455005619,-0.6346679981239118,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0
8439,-0.9723379092716081,0.2377831905716679,24526.83,-0.6350105731456832,-0.9967786961579193,0.005867974104602262,-0.6258635316811727,1.1435216216599766,1.630222173639893,1.1531999682817562,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0
58,-0.5065919164222484,0.2377831905716679,14568.7,0.07335295362755087,0.986202794872424,1.0175876473118841,-0.6258635316811727,-0.7112042140138669,1.1067043748174135,-0.6971845015002373,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0
6599,-0.5065919164222484,-1.5981565935886426,15266.39,1.4454365573983143,-0.9967786961579193,0.005867974104602262,0.9466579047036832,1.322322635540804,1.5716952854019142,1.3740636172651493,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
8349,-0.9723379092716081,0.9624962632665273,46826.7,-0.7389888921365945,-0.0052879506427475865,3.0410269937264474,-0.6258635316811727,1.1704581995124324,-1.0512766826943347,0.9402112357898713,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
8798,0.8906460621258305,1.1557530826518232,17893.93,-1.9332996456675267,1.316699710044148,-1.0058516991026796,-0.6258635316811727,1.1819491223831806,-1.0518216171145036,1.0820595603136607,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0
2302,-0.9723379092716081,0.6726110341885836,1980.3,-0.23594446911526226,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,-1.2053517489734837,0.6944067596395954,-1.3331553462035455,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0
9316,-0.5065919164222484,0.9624962632665273,14652.88,-0.003359742353429382,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,1.3437557935138782,1.1649762616921084,1.3562469868297407,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
8231,-0.9723379092716081,-0.19704465304524774,71166.06,1.6586178853017024,-0.6662817809861953,1.0175876473118841,0.9466579047036832,0.6559394964309928,1.2227765707031957,0.8699278392412587,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0
9001,-0.5065919164222484,0.8658678535738794,31172.22,0.44213009060382186,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,1.3385575729090062,1.630326968720695,1.3265224858779314,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
767,0.4249000692764709,0.2377831905716679,30300.58,0.8271785847837614,0.986202794872424,0.005867974104602262,-0.6258635316811727,-1.131651697148472,-0.2943998938260026,-1.2299644952515385,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
45,-0.04084592357288879,-0.4386156772768675,54458.38,0.19545504585166065,-2.3187663568448147,0.005867974104602262,-0.6258635316811727,-0.9132841365325185,1.6895333249747972,-0.7695693630372736,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0
5165,-0.9723379092716081,1.6872093359613867,42043.47,1.0133814493615823,-0.3357848658144715,0.005867974104602262,0.9466579047036832,1.3860328895471576,-0.004208482135347705,1.1919949514555006,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
5798,2.7536300335232693,-0.970071930586431,19922.88,-0.03412049070821534,0.986202794872424,-1.0058516991026796,0.9466579047036832,0.5064599261090108,-1.2265220031497068,0.6759117177190613,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
9363,0.4249000692764709,1.6872093359613867,5070.36,-0.025836191722082957,-1.657772526501367,1.0175876473118841,2.519179341088539,0.543804669059079,0.7534739247385972,0.449202072364501,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0
8558,-0.04084592357288879,1.204067287498147,26865.42,2.197142684279338,0.3252089645289763,-1.0058516991026796,-0.6258635316811727,0.5247578895521188,0.9860398256129417,0.43461110205083037,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
7624,0.4249000692764709,0.044526371186372066,2584.6,0.8655020247549553,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,1.0440622080234494,1.1645710540463416,1.2774433221958215,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
6641,-0.04084592357288879,0.6242968293422596,17315.37,1.6107428162815327,0.3252089645289763,1.0175876473118841,-0.6258635316811727,1.323995747796603,-0.06257468458276387,1.2108131824025838,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1
7509,0.8906460621258305,0.28609739541799184,41372.75,-0.9766544853516107,1.316699710044148,0.005867974104602262,0.9466579047036832,1.0610081424623803,1.3975701079213336,1.3053809950507975,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
6215,0.8906460621258305,0.5276684196496116,22293.87,0.022451193643196206,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,0.8401872017015155,-0.5864499510697564,0.6816318941132475,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
9746,0.4249000692764709,0.8658678535738794,17170.93,-0.2854472972028412,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,0.9497855092046134,0.2291631764713843,0.8707045027940856,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
829,-0.5065919164222484,0.14115478087901998,78944.18,-0.24806988499404956,1.6471966252158718,1.0175876473118841,-0.6258635316811727,-0.9784398372590779,0.5205277108721246,-1.0398317229324514,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0
8768,-0.5065919164222484,-0.4386156772768675,37078.58,0.9331124963409606,1.6471966252158718,0.005867974104602262,0.9466579047036832,1.0449997408629896,-0.5277647058207883,0.949478225806364,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1
1479,-0.04084592357288879,0.14115478087901998,42197.88,-0.38710140811042976,0.3252089645289763,0.005867974104602262,-0.6258635316811727,-1.1621208770322125,0.640588500684404,-0.9554199721550257,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0
9936,-0.9723379092716081,0.18946898572534393,27078.33,0.42415215705585335,-0.6662817809861953,2.0293073205191656,-0.6258635316811727,0.6637808864652901,-1.343098379813124,0.6200434249569713,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
1850,-0.9723379092716081,1.4939525165760907,96624.28,-0.7179940913049891,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,-1.0259135370974541,0.40758821255623784,-0.8735761131112005,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
5098,-0.9723379092716081,1.7355235408077105,29462.18,1.7994405509455753,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,1.3543038888860492,0.2883700683447878,1.2468288437458142,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0
3085,1.82213804782455,-1.4048997742033467,18946.77,0.3005983887022628,-0.3357848658144715,0.005867974104602262,0.9466579047036832,-1.0132901480766647,-0.5280860774019137,-1.0493580726133591,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0
6330,-0.5065919164222484,-1.5498423887423185,31033.83,0.3609740021707397,-2.9797601871882624,2.0293073205191656,-0.6258635316811727,0.8612705339881946,-0.12036102091641107,0.7653103012282265,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
5068,-0.04084592357288879,1.6872093359613867,55921.75,-1.0006612433067588,1.9776935403875957,0.005867974104602262,-0.6258635316811727,0.9162892269948273,0.4075872810444089,1.0742632824518341,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
3381,-0.5065919164222484,0.14115478087901998,55492.69,-0.8654638226646241,-0.6662817809861953,2.0293073205191656,0.9466579047036832,-0.40142660472123104,-0.877342465138771,-0.6097320849570596,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
6729,0.8906460621258305,0.3344116002643158,55474.59,-0.9145405569253087,0.986202794872424,-1.0058516991026796,-0.6258635316811727,1.0800984138114327,1.0443501373505977,1.0754907104645677,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0
7192,0.8906460621258305,-1.2599571596643748,76518.34,0.2820626351600953,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,0.6589544265628255,0.8147138411795543,0.7151782361285728,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
8438,1.3563920549751902,-1.018386135432755,22117.1,-1.187191880896954,-0.0052879506427475865,2.0293073205191656,-0.6258635316811727,0.3178675749084211,0.40867482110517317,0.45696182472453517,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1
8650,-0.9723379092716081,-1.066700340279079,68058.4,-0.11747996811838184,-0.0052879506427475865,1.0175876473118841,0.9466579047036832,0.8695933598049583,1.863326022595687,0.9120293058778868,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
1881,-0.04084592357288879,0.9624962632665273,97463.9,-0.94243800852915,1.316699710044148,-1.0058516991026796,-0.6258635316811727,-1.0889975140614314,-0.06129488048042159,-1.2343530562808658,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
3134,-0.9723379092716081,-0.7768151112011352,40760.02,0.7210972138471322,0.986202794872424,-1.0058516991026796,-0.6258635316811727,-0.9506297493194287,1.6888818023135546,-0.7104929230824448,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
5261,-0.04084592357288879,0.7692394438812314,39652.64,-0.804424537817507,-1.657772526501367,-1.0058516991026796,0.9466579047036832,1.3621029216480471,-0.06241399879220118,1.2128880661246841,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0
3917,-0.5065919164222484,0.14115478087901998,121668.3,-0.01948779694473325,0.6557058797007002,-1.0058516991026796,-0.6258635316811727,-1.1306678602843296,0.5210500794182279,-1.1858197064226295,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0
6257,-0.04084592357288879,-0.9217577257401072,98376.58,0.7894268027750558,-1.3272756113296431,-1.0058516991026796,-0.6258635316811727,1.2012186557596398,-1.3425883770865557,1.017766277872562,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
4995,0.4249000692764709,0.6242968293422596,64534.56,-0.27398947290031594,-0.9967786961579193,-1.0058516991026796,-0.6258635316811727,-0.9640237995621543,-0.06189235216776646,-1.0483662117778683,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0
5582,-0.04084592357288879,0.28609739541799184,26317.37,0.2788064449529962,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,1.0397606757455438,1.863326022595687,1.0884455808402698,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0
1799,-0.5065919164222484,0.5759826244959356,20872.03,-1.1189295368332943,0.6557058797007002,1.0175876473118841,-0.6258635316811727,-0.9550433817825085,0.8147127699409505,-0.9843552499800349,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0
1363,-0.9723379092716081,-0.4869298821231915,30118.57,-0.7946747499363148,-0.0052879506427475865,-1.0058516991026796,-0.6258635316811727,-1.1334973555726977,-1.2840325654062754,-1.1053384896735803,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0
5183,0.4249000692764709,0.044526371186372066,12520.32,0.4546911215575242,-0.0052879506427475865,-1.0058516991026796,0.9466579047036832,0.6843355092280976,-0.0042946469795620106,0.8312571585532487,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
2211,-0.9723379092716081,-0.6318724966621634,51427.43,0.18289164920352569,-1.3272756113296431,0.005867974104602262,-0.6258635316811727,-1.0470269969017114,0.521213093988364,-1.131631588207393,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1
5092,0.4249000692764709,1.5422667214224148,53034.08,-0.08190113357274074,-0.6662817809861953,-1.0058516991026796,0.9466579047036832,0.6896154188581172,1.3392714400815449,0.7204065595618949,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0
413,-0.04084592357288879,-1.5498423887423185,112429.2,-0.6819351340335822,-1.9882694416730908,-1.0058516991026796,-0.6258635316811727,-0.8776029319601399,0.5200933701938956,-0.8367677964384078,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
6247,0.4249000692764709,1.204067287498147,20797.96,-0.8412749331210085,-0.0052879506427475865,0.005867974104602262,-0.6258635316811727,0.5156514541978292,-0.7600837560603557,0.430176383980795,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
3811,-0.5065919164222484,0.8658678535738794,12259.5,-1.3045316689296278,-0.3357848658144715,-1.0058516991026796,-0.6258635316811727,-0.4746668668048618,-1.1099083660131157,-0.708232033190984,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
6620,-0.04084592357288879,0.3827258051106398,31833.15,0.13078252480570332,0.6557058797007002,1.0175876473118841,-0.6258635316811727,1.2123219339508682,-1.1095869944319905,1.0304707713449177,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
6422,-0.9723379092716081,0.18946898572534393,13948.49,0.6585944916055966,-0.9967786961579193,-1.0058516991026796,0.9466579047036832,1.2574471783563042,0.8733431957187622,1.2416265492229845,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
9619,-0.5065919164222484,-0.8251293160474592,68930.4,-0.5178771113036347,0.6557058797007002,0.005867974104602262,-0.6258635316811727,1.1488730091870005,-0.7605099227222823,1.0704958784122578,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0
3596,0.8906460621258305,0.8175536487275554,31660.74,0.6532111926254381,0.986202794872424,1.0175876473118841,0.9466579047036832,-0.4312718413348415,-0.17730201026492406,-0.46963239177437965,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0
8767,-0.04084592357288879,0.7209252390349075,30006.94,-0.6962521517497328,-1.3272756113296431,-1.0058516991026796,0.9466579047036832,1.3262070243245538,-1.2851513576889144,1.335097750207414,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
9014,-0.5065919164222484,0.09284057603269602,6528.84,-0.8400433606639375,-0.6662817809861953,-1.0058516991026796,-0.6258635316811727,0.8517832613731477,-0.29552017652756857,0.7454502278785254,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0
8763,0.4249000692764709,-0.3903014724305436,35021.59,-0.5996373927183853,-0.0052879506427475865,2.0293073205191656,0.9466579047036832,0.14245892471080254,0.7530943336681376,0.15723695855843026,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0
